Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	478.286941723	478.695285784	68.337	432.800	258.398	0.4083	0.2902	344.531	0.8406	172.266	bm
2	Spectrogram 1	1	479.086615508	479.248251699	91.116	455.579	258.398	0.1616	0.0929	344.531	0.7407	86.133	bm
3	Spectrogram 1	1	480.424367664	480.500932176	68.337	455.579	258.398	0.0766	0.0464	344.531	0.8333	172.266	bm
4	Spectrogram 1	1	480.500932176	480.607271775	387.242	911.157	689.062	0.1063	0.0697	775.195	0.8889	172.266	bk
5	Spectrogram 1	1	480.681709494	481.192139570	68.337	523.915	344.531	0.5104	0.3541	430.664	0.8506	172.266	bm
6	Spectrogram 1	1	481.364409720	481.449481400	91.116	455.579	258.398	0.0851	0.0580	344.531	0.7857	172.266	bm
7	Spectrogram 1	1	481.460115359	481.538806663	432.800	911.157	689.062	0.0787	0.0464	775.195	0.8333	172.266	bk
8	Spectrogram 1	1	483.376354935	483.542244709	68.337	432.800	258.398	0.1659	0.0929	344.531	0.7407	172.266	bm
9	Spectrogram 1	1	483.601794885	483.803840123	136.674	546.694	344.531	0.2020	0.1277	430.664	0.8529	172.266	bm
10	Spectrogram 1	1	483.886812297	484.533475981	455.579	1184.504	861.328	0.6467	0.4702	947.461	0.8909	172.266	us
11	Spectrogram 1	1	484.104873307	484.193601580	68.337	501.136	258.398	0.0887	0.0522	344.531	0.8571	172.266	bm
12	Spectrogram 1	1	484.193601580	484.285337591	364.463	933.936	861.328	0.0917	0.0755	861.328	1.0000	172.266	bk
13	Spectrogram 1	1	484.524452767	484.599646218	569.473	1070.610	775.195	0.0752	0.0406	861.328	0.9167	172.266	bk
14	Spectrogram 1	1	484.575584314	484.643258420	136.674	478.357	258.398	0.0677	0.0464	344.531	0.8182	86.133	bm
15	Spectrogram 1	1	484.647770027	484.738002169	432.800	956.715	775.195	0.0902	0.0522	861.328	1.0000	172.266	bk
16	Spectrogram 1	1	484.683862884	484.765071812	478.357	1002.273	775.195	0.0812	0.0522	861.328	0.7692	258.398	bk
17	Spectrogram 1	1	484.852296216	484.954559310	318.905	1002.273	775.195	0.1023	0.0580	861.328	0.8235	258.398	bk
18	Spectrogram 1	1	485.052310797	485.145550677	341.684	1047.831	775.195	0.0932	0.0580	861.328	0.8667	258.398	bk
19	Spectrogram 1	1	485.187659010	485.267364069	68.337	455.579	258.398	0.0797	0.0464	344.531	0.8333	86.133	bm
20	Spectrogram 1	1	485.270371807	485.360603949	387.242	1002.273	775.195	0.0902	0.0639	861.328	0.8571	258.398	bk
21	Spectrogram 1	1	485.930570312	486.077949477	159.452	523.915	344.531	0.1474	0.1045	430.664	0.9167	172.266	bm
22	Spectrogram 1	1	486.077949477	486.172693226	455.579	911.157	689.062	0.0947	0.0580	775.195	0.9333	172.266	bk
