Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	298.734943520	298.907693250	70.871	496.100	258.398	0.1727	0.0987	344.531	0.7241	172.266	bm
2	Spectrogram 1	1	298.962981173	299.460316374	125.284	576.307	344.531	0.4973	0.3309	430.664	0.7857	172.266	bm
3	Spectrogram 1	1	300.758623004	300.927891475	50.114	501.136	258.398	0.1693	0.0929	344.531	0.7500	172.266	bm
4	Spectrogram 1	1	302.036379329	302.266724054	100.227	551.250	344.531	0.2303	0.1393	430.664	0.7179	172.266	bm
5	Spectrogram 1	1	302.245783625	302.826880543	526.193	1177.670	861.328	0.5811	0.4470	947.461	0.8788	172.266	us
6	Spectrogram 1	1	302.814665293	302.894936939	526.193	1152.614	775.195	0.0803	0.0406	861.328	0.7692	172.266	bk
7	Spectrogram 1	1	302.931582691	303.038029874	350.795	1127.557	775.195	0.1064	0.0464	861.328	0.8333	258.398	bk
8	Spectrogram 1	1	303.109576342	303.191593024	300.682	1052.386	689.062	0.0820	0.0464	861.328	0.7692	258.398	bk
9	Spectrogram 1	1	303.284079921	303.366096603	325.739	1027.330	689.062	0.0820	0.0464	861.328	0.7692	258.398	bk
10	Spectrogram 1	1	303.472543787	303.556305505	325.739	1077.443	689.062	0.0838	0.0406	861.328	0.7143	258.398	bk
11	Spectrogram 1	1	303.673222903	303.767454835	325.739	1002.273	689.062	0.0942	0.0406	861.328	0.6667	258.398	bk
12	Spectrogram 1	1	303.884372234	303.983839274	300.682	977.216	689.062	0.0995	0.0464	861.328	0.7500	258.398	bk
13	Spectrogram 1	1	304.718846202	304.901467345	150.341	551.250	344.531	0.1826	0.0871	430.664	0.6129	172.266	bm
14	Spectrogram 1	1	305.044602836	305.209949006	100.227	476.080	258.398	0.1653	0.0987	344.531	0.7500	172.266	bm
